,title,year,genre,name
787,Requiem for a Dream,2000,drama,Marlon Wayans
788,Requiem for a Dream,2000,drama,
789,Requiem for a Dream,2000,drama,Christopher McDonald
790,The Silence of the Lambs,1991,horror,Jodie Foster
791,The Silence of the Lambs,1991,horror,
792,The Silence of the Lambs,1991,horror,Anthony Hopkins
793,The Silence of the Lambs,1991,horror,
794,The Silence of the Lambs,1991,horror,Scott Glenn
795,The Silence of the Lambs,1991,horror,
796,The Silence of the Lambs,1991,horror,Ted Levine
797,The Silence of the Lambs,1991,horror,
798,The Silence of the Lambs,1991,horror,Anthony Heald
799,The Sixth Sense,1999,horror,Haley Joel Osment
800,The Sixth Sense,1999,horror,
801,The Sixth Sense,1999,horror,Bruce Willis
802,The Sixth Sense,1999,horror,
803,The Sixth Sense,1999,horror,Toni Collette
804,The Sixth Sense,1999,horror,
805,The Sixth Sense,1999,horror,Olivia Williams
806,The Sixth Sense,1999,horror,
807,The Sixth Sense,1999,horror,Trevor Morgan
808,The Others,2001,horror,Nicole Kidman
809,The Others,2001,horror,
810,The Others,2001,horror,Fionnula Flanagan
811,The Others,2001,horror,
812,The Others,2001,horror,Christopher Eccleston
813,The Others,2001,horror,
814,The Others,2001,horror,Alakina Mann
815,The Others,2001,horror,
816,The Others,2001,horror,James Bentley
817,The Shining,1980,horror,Jack Nicholson
818,The Shining,1980,horror,
819,The Shining,1980,horror,Shelley Duvall
820,The Shining,1980,horror,
821,The Shining,1980,horror,Danny Lloyd
822,The Shining,1980,horror,
823,The Shining,1980,horror,Scatman Crothers
824,The Shining,1980,horror,
825,The Shining,1980,horror,Barry Nelson
826,Scary Movie,2000,horror,Anna Faris
827,Scary Movie,2000,horror,
828,Scary Movie,2000,horror,Jon Abrahams
829,Scary Movie,2000,horror,
830,Scary Movie,2000,horror,Carmen Electra
831,Scary Movie,2000,horror,
832,Scary Movie,2000,horror,Shannon Elizabeth
833,Scary Movie,2000,horror,
834,Scary Movie,2000,horror,Kurt Fuller
835,Saw,2004,horror,Cary Elwes
836,Saw,2004,horror,
837,Saw,2004,horror,Leigh Whannell
838,Saw,2004,horror,
839,Saw,2004,horror,Danny Glover
840,Saw,2004,horror,
841,Saw,2004,horror,Monica Potter
842,Saw,2004,horror,
843,Saw,2004,horror,Dina Meyer
844,I Am Legend,2007,horror,Will Smith
845,I Am Legend,2007,horror,
846,I Am Legend,2007,horror,Alice Braga
847,I Am Legend,2007,horror,
848,I Am Legend,2007,horror,Salli Richardson-Whitfield
849,I Am Legend,2007,horror,
850,I Am Legend,2007,horror,Paradox Pollack
851,I Am Legend,2007,horror,
852,I Am Legend,2007,horror,Charlie Tahan
853,Gremlins,1984,horror,Zach Galligan
854,Gremlins,1984,horror,
855,Gremlins,1984,horror,Phoebe Cates
856,Gremlins,1984,horror,
857,Gremlins,1984,horror,Hoyt Axton
858,Gremlins,1984,horror,
859,Gremlins,1984,horror,Frances Lee McCain
860,Gremlins,1984,horror,
861,Gremlins,1984,horror,Dick Miller
862,The Nightmare Before Christmas,1993,horror,Chris Sarandon
863,The Nightmare Before Christmas,1993,horror,
864,The Nightmare Before Christmas,1993,horror,Catherine O'Hara
865,The Nightmare Before Christmas,1993,horror,
866,The Nightmare Before Christmas,1993,horror,William Hickey
867,The Nightmare Before Christmas,1993,horror,
868,The Nightmare Before Christmas,1993,horror,Glenn Shadix
869,Corpse Bride,2005,horror,Johnny Depp
870,Corpse Bride,2005,horror,
871,Corpse Bride,2005,horror,Helena Bonham Carter
872,Corpse Bride,2005,horror,
873,Corpse Bride,2005,horror,Emily Watson
874,Corpse Bride,2005,horror,
875,Corpse Bride,2005,horror,Albert Finney
876,The Blair Witch Project,1999,horror,Heather Donahue
877,The Blair Witch Project,1999,horror,
878,The Blair Witch Project,1999,horror,Michael C. Williams
879,The Blair Witch Project,1999,horror,
880,The Blair Witch Project,1999,horror,Joshua Leonard
881,The Blair Witch Project,1999,horror,
882,The Blair Witch Project,1999,horror,Patricia DeCou
883,The Orphanage,2007,horror,Belén Rueda
884,The Orphanage,2007,horror,
885,The Orphanage,2007,horror,Fernando Cayo
886,The Orphanage,2007,horror,
887,The Orphanage,2007,horror,Roger Príncep
888,The Orphanage,2007,horror,
889,The Orphanage,2007,horror,Geraldine Chaplin
890,The Orphanage,2007,horror,
891,The Orphanage,2007,horror,Mabel Rivera
892,Blade,1998,horror,Wesley Snipes
893,Blade,1998,horror,
894,Blade,1998,horror,Stephen Dorff
895,Blade,1998,horror,
896,Blade,1998,horror,Kris Kristofferson
897,Blade,1998,horror,
898,Blade,1998,horror,Sanaa Lathan
899,Blade,1998,horror,
900,Blade,1998,horror,Donal Logue
901,Bram Stoker's Dracula,1992,horror,Gary Oldman
902,Bram Stoker's Dracula,1992,horror,
903,Bram Stoker's Dracula,1992,horror,Winona Ryder
904,Bram Stoker's Dracula,1992,horror,
905,Bram Stoker's Dracula,1992,horror,Anthony Hopkins
906,Bram Stoker's Dracula,1992,horror,
907,Bram Stoker's Dracula,1992,horror,Keanu Reeves
908,Bram Stoker's Dracula,1992,horror,
909,Bram Stoker's Dracula,1992,horror,Richard E. Grant
910,[•REC],2007,horror,Manuela Velasco
911,[•REC],2007,horror,
912,[•REC],2007,horror,Ferrán Terraza
913,[•REC],2007,horror,
914,[•REC],2007,horror,Jorge Serrano
915,[•REC],2007,horror,
916,[•REC],2007,horror,Pablo Rosso
917,[•REC],2007,horror,
918,[•REC],2007,horror,David Vert
919,Sleepy Hollow,1999,horror,Johnny Depp
920,Sleepy Hollow,1999,horror,
921,Sleepy Hollow,1999,horror,Christina Ricci
922,Sleepy Hollow,1999,horror,
923,Sleepy Hollow,1999,horror,Miranda Richardson
924,Sleepy Hollow,1999,horror,
925,Sleepy Hollow,1999,horror,Michael Gambon
926,Sleepy Hollow,1999,horror,
927,Sleepy Hollow,1999,horror,Casper Van Dien
928,War of the Worlds,2005,horror,Tom Cruise
929,War of the Worlds,2005,horror,
930,War of the Worlds,2005,horror,Dakota Fanning
931,War of the Worlds,2005,horror,
932,War of the Worlds,2005,horror,Justin Chatwin
933,War of the Worlds,2005,horror,
934,War of the Worlds,2005,horror,Tim Robbins
935,War of the Worlds,2005,horror,
936,War of the Worlds,2005,horror,Miranda Otto
937,28 Days Later,2002,horror,Cillian Murphy
938,28 Days Later,2002,horror,
939,28 Days Later,2002,horror,Naomie Harris
940,28 Days Later,2002,horror,
941,28 Days Later,2002,horror,Megan Burns
942,28 Days Later,2002,horror,
943,28 Days Later,2002,horror,Brendan Gleeson
944,28 Days Later,2002,horror,
945,28 Days Later,2002,horror,Christopher Eccleston
946,The Ring,2002,horror,Naomi Watts
947,The Ring,2002,horror,
948,The Ring,2002,horror,Martin Henderson
949,The Ring,2002,horror,
950,The Ring,2002,horror,Brian Cox
951,The Ring,2002,horror,
952,The Ring,2002,horror,David Dorfman
953,The Ring,2002,horror,
954,The Ring,2002,horror,Daveigh Chase
955,Cube,1997,horror,Maurice Dean Wint
956,Cube,1997,horror,
957,Cube,1997,horror,Nicole de Boer
958,Cube,1997,horror,
959,Cube,1997,horror,Nicky Guadagni
960,Cube,1997,horror,
961,Cube,1997,horror,David Hewlett
962,Cube,1997,horror,
963,Cube,1997,horror,Andrew Miller
964,The Day of the Beast,1995,horror,Álex Angulo
965,The Day of the Beast,1995,horror,
966,The Day of the Beast,1995,horror,Santiago Segura
967,The Day of the Beast,1995,horror,
968,The Day of the Beast,1995,horror,Armando de Razza
969,The Day of the Beast,1995,horror,
970,The Day of the Beast,1995,horror,María Grazia Cucinotta
971,The Day of the Beast,1995,horror,
972,The Day of the Beast,1995,horror,Terele Pávez
973,World War Z,2013,horror,Brad Pitt
974,World War Z,2013,horror,
975,World War Z,2013,horror,Mireille Enos
976,World War Z,2013,horror,
977,World War Z,2013,horror,Daniella Kertesz
978,World War Z,2013,horror,
979,World War Z,2013,horror,David Morse
980,World War Z,2013,horror,
981,World War Z,2013,horror,Matthew Fox
982,I Know What You Did Last Summer,1997,horror,Jennifer Love Hewitt
983,I Know What You Did Last Summer,1997,horror,
984,I Know What You Did Last Summer,1997,horror,Sarah Michelle Gellar
985,I Know What You Did Last Summer,1997,horror,
986,I Know What You Did Last Summer,1997,horror,Ryan Phillippe
987,I Know What You Did Last Summer,1997,horror,
988,I Know What You Did Last Summer,1997,horror,Freddie Prinze Jr.
989,I Know What You Did Last Summer,1997,horror,
990,I Know What You Did Last Summer,1997,horror,Johnny Galecki
991,Interview With the Vampire,1994,horror,Tom Cruise
992,Interview With the Vampire,1994,horror,
993,Interview With the Vampire,1994,horror,Brad Pitt
994,Interview With the Vampire,1994,horror,
995,Interview With the Vampire,1994,horror,Kirsten Dunst
996,Interview With the Vampire,1994,horror,
997,Interview With the Vampire,1994,horror,Antonio Banderas
998,Interview With the Vampire,1994,horror,
999,Interview With the Vampire,1994,horror,Christian Slater
1000,Scream,1996,horror,Neve Campbell
1001,Scream,1996,horror,
1002,Scream,1996,horror,David Arquette
1003,Scream,1996,horror,
1004,Scream,1996,horror,Courteney Cox
1005,Scream,1996,horror,
1006,Scream,1996,horror,Matthew Lillard
1007,Scream,1996,horror,
1008,Scream,1996,horror,Rose McGowan
1009,Zombieland,2009,horror,Jesse Eisenberg
1010,Zombieland,2009,horror,
1011,Zombieland,2009,horror,Woody Harrelson
1012,Zombieland,2009,horror,
1013,Zombieland,2009,horror,Emma Stone
1014,Zombieland,2009,horror,
1015,Zombieland,2009,horror,Abigail Breslin
1016,Zombieland,2009,horror,
1017,Zombieland,2009,horror,Amber Heard
1018,American Psycho,2000,horror,Christian Bale
1019,American Psycho,2000,horror,
1020,American Psycho,2000,horror,Willem Dafoe
1021,American Psycho,2000,horror,
1022,American Psycho,2000,horror,Jared Leto
1023,American Psycho,2000,horror,
1024,American Psycho,2000,horror,Josh Lucas
1025,American Psycho,2000,horror,
1026,American Psycho,2000,horror,Samantha Mathis
1027,From Dusk Till Dawn,1996,horror,George Clooney
1028,From Dusk Till Dawn,1996,horror,
1029,From Dusk Till Dawn,1996,horror,Harvey Keitel
1030,From Dusk Till Dawn,1996,horror,
1031,From Dusk Till Dawn,1996,horror,Juliette Lewis
1032,From Dusk Till Dawn,1996,horror,
1033,From Dusk Till Dawn,1996,horror,Quentin Tarantino
1034,From Dusk Till Dawn,1996,horror,
1035,From Dusk Till Dawn,1996,horror,Salma Hayek
1036,Final Destination,2000,horror,Devon Sawa
1037,Final Destination,2000,horror,
1038,Final Destination,2000,horror,Ali Larter
1039,Final Destination,2000,horror,
1040,Final Destination,2000,horror,Kerr Smith
1041,Final Destination,2000,horror,
1042,Final Destination,2000,horror,Seann William Scott
1043,Final Destination,2000,horror,
1044,Final Destination,2000,horror,Kristen Cloke
1045,Let the Right One In,2008,horror,Kåre Hedebrant
1046,Let the Right One In,2008,horror,
1047,Let the Right One In,2008,horror,Lina Leandersson
1048,Let the Right One In,2008,horror,
1049,Let the Right One In,2008,horror,Per Ragnar
1050,Let the Right One In,2008,horror,
1051,Let the Right One In,2008,horror,Henrik Dahl
1052,Let the Right One In,2008,horror,
1053,Let the Right One In,2008,horror,Karin Bergquist
